"","site","id","title","Debut","Fin","localisation","prix","nombreNuits","nombreAvis","notes","images"
"227","expedia","Los Angeles","Four Seasons Los Angeles at Beverly Hills","22-02-2021","28-02-2021","Los Angeles","2491","6 nuits","557","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/300/300/93ae2bc4_z.jpg"
"228","expedia","Los Angeles"," The London West Hollywood at Beverly Hills","22-02-2021","28-02-2021","West Hollywood","2486","6 nuits","1002","9.0","https://exp.cdn-hotels.com/hotels/1000000/30000/21100/21097/227e9365_z.jpg"
"229","expedia","Los Angeles","Viceroy L""Ermitage Beverly Hills","22-02-2021","28-02-2021","Beverly Hills","2892","6 nuits","762","9.4","https://exp.cdn-hotels.com/hotels/1000000/50000/40500/40442/a974127d_z.jpg"
"230","expedia","Los Angeles","Loews Santa Monica Beach Hotel","22-02-2021","28-02-2021","Santa Monica","3210","6 nuits","1000","8.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13000/12954/ce1798f2_z.jpg"
"231","expedia","Tokyo","Mandarin Oriental Tokyo","15-02-2021","21-02-2021","Tokyo","2098","6 nuits","216","9.4","https://images.trvl-media.com/hotels/2000000/1350000/1340800/1340774/1cac373c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"232","expedia","Los Angeles","Four Seasons Hotel Los Angeles at Westlake Village","22-02-2021","28-02-2021","Thousand Oaks","2528","6 nuits","742","9.4","https://secure.s.forbestravelguide.com/img/properties/four-seasons-hotel-westlake-village/four-seasons-hotel-westlake-village-corner-one-bedroom-suite.jpg"
"233","expedia","Los Angeles","The Ritz-Carlton, Los Angeles","22-02-2021","28-02-2021","Centre-ville de Los Angeles","2115","6 nuits","407","9.0","https://cf.bstatic.com/images/hotel/max1024x768/240/240380370.jpg"
"234","expedia","Tokyo","Park Hyatt Tokyo","15-02-2021","21-02-2021","Tokyo","2905","6 nuits","778","9.6","https://images.trvl-media.com/hotels/1000000/970000/970000/969939/be750274.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"235","expedia","Tokyo","The Peninsula Tokyo","15-02-2021","21-02-2021","Tokyo","1967","6 nuits","751","9.4","https://images.trvl-media.com/hotels/2000000/1640000/1631500/1631412/becd19fb.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"236","expedia","Los Angeles","Casa Del Mar","22-02-2021","28-02-2021","Santa Monica","2759","6 nuits","543","9.2","https://exp.cdn-hotels.com/hotels/1000000/330000/328800/328747/7e360d95_z.jpg"
"237","expedia","Los Angeles","Shutters on the Beach","22-02-2021","28-02-2021","Santa Monica","3160","6 nuits","314","9.0","https://images.ctfassets.net/fr52oodlzhve/5YLgFfjwbl73zSHtFpKypE/77f6a078f220955c39df86a46972333d/Shutters_PoolMidday-0006_v4.jpg"
"238","expedia","Tokyo","Shangri-La Hotel, Tokyo","15-02-2021","21-02-2021","Tokyo","2179","6 nuits","418","9.4","https://images.trvl-media.com/hotels/3000000/2440000/2434400/2434355/d5e1b033.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"239","expedia","Tokyo","Palace Hotel Tokyo","15-02-2021","21-02-2021","Tokyo","2364","6 nuits","833","9.6","https://exp.cdn-hotels.com/hotels/1000000/420000/416500/416454/4bc6d6c5_z.jpg"
"240","expedia","Los Angeles","The Peninsula Beverly Hills","22-02-2021","28-02-2021","Beverly Hills","3669","6 nuits","377","9.6","https://www.peninsula.com/en/-/media/07---beverly-hills-property/food-and-beverage/living-room/living-room-day.jpg?mw=987&hash=701552753215B25F058FF55D1C6551C4D6A7A88B"
"241","expedia","Los Angeles","The Beverly Hills Hotel - Dorchester Collection","22-02-2021","28-02-2021","Beverly Hills","4131","6 nuits","601","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/12100/12057/5a878f2d_z.jpg"
"242","expedia","Tokyo","Hotel Chinzanso Tokyo","15-02-2021","21-02-2021","Tokyo","1737","6 nuits","1009","9.6","https://secure.s.forbestravelguide.com/img/properties/hotel-chinzanso-tokyo/hotel-chinzanso-tokyo-exterior.jpg"
"243","expedia","Tokyo","The Capitol Hotel Tokyu","15-02-2021","21-02-2021","Tokyo","2111","6 nuits","1004","9.6","https://exp.cdn-hotels.com/hotels/1000000/20000/13600/13577/7e722637_z.jpg"
"244","expedia","Los Angeles","The Ritz-Carlton, Marina del Rey","22-02-2021","28-02-2021","Marina del Rey","2075","6 nuits","991","8.6","https://www.hosthotels.com/-/media/hosthotels/images/properties/california/the-ritz-carlton-marina-del-rey/4737-7--the-ritzcarlton-marina-del-reyoffice4737jpg.jpg?cx=0.56&cy=0.42&cw=1440&ch=550&hash=FD75A17064F8C9F3FC262127A76E54D3"
"245","expedia","Tokyo","Andaz Tokyo Toranomon Hills - a concept by Hyatt","15-02-2021","21-02-2021","Tokyo","2058","6 nuits","404","9.4","https://exp.cdn-hotels.com/hotels/8000000/7480000/7473600/7473589/8418a68f_z.jpg"
"246","expedia","Tokyo","Conrad Tokyo","15-02-2021","21-02-2021","Tokyo","1580","6 nuits","640","9.4","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"247","expedia","Tokyo","Imperial Hotel","15-02-2021","21-02-2021","Tokyo","2258","6 nuits","1001","9.4","https://static-new.lhw.com/HotelImages/Final/LW1822/lw1822_97033647_720x450.jpg"
"248","expedia","Tokyo","Grand Hyatt Tokyo","15-02-2021","21-02-2021","Tokyo","1997","6 nuits","584","9.2","https://assets.hyatt.com/content/dam/hyatt/hyattdam/images/2017/06/15/0845/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.jpg/Grand-Hyatt-Tokyo-P768-Presidential-Suite-Bedroom.16x9.jpg?imwidth=1920"
"249","expedia","Tokyo","The Prince Park Tower Tokyo","15-02-2021","21-02-2021","Tokyo","1399","6 nuits","1003","9.2","https://thumbnails.trvl-media.com/abpsJjNcSqkbLOkmBx4Z0mih9aU=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/1000000/20000/13300/13278/58751797_z.jpg"
"250","expedia","Tokyo","The Prince Gallery Tokyo Kioicho, A Luxury Collection Hotel","15-02-2021","21-02-2021","Tokyo","2778","6 nuits","340","9.4","https://exp.cdn-hotels.com/hotels/1000000/10000/6600/6567/70970f37_z.jpg"
"251","expedia","Tokyo","The Okura Tokyo","15-02-2021","21-02-2021","Tokyo","2395","6 nuits","70","9.0","https://exp.cdn-hotels.com/hotels/34000000/33340000/33333700/33333699/d7481f24_z.jpg"
"252","expedia","Tokyo","Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN","15-02-2021","21-02-2021","Tokyo","3611","6 nuits","213","9.4","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/29/c7/dd/2021-forbes-travel-guide.jpg"
"253","expedia","Tokyo","Four Seasons Hotel Tokyo at Otemachi","15-02-2021","21-02-2021","Tokyo","2310","6 nuits","7","9.4","https://www.hnworth.com/wp-content/uploads/2020/08/Jean-Michel-Gathy-Completes-the-Four-Seasons-Hotel-Tokyo-Hero-1-wpcf_1400x1000.jpg"
"254","expedia","Tokyo","Kimpton Shinjuku Tokyo","15-02-2021","21-02-2021","Tokyo","2123","6 nuits","3","9.4","https://exp.cdn-hotels.com/hotels/43000000/42610000/42600600/42600519/5e108a21_z.jpg"
"255","expedia","Tokyo","The Westin Tokyo","15-02-2021","21-02-2021","Ebisu","1794","6 nuits","723","9.0","https://d1rioy1v9s51jr.cloudfront.net/pics/2608/900x540/the-westin-tokyo-2_836.jpg"
"256","expedia","Tokyo","Four Seasons Hotel Tokyo at Marunouchi","15-02-2021","21-02-2021","Tokyo","5323","6 nuits","329","9.4","https://www.rw-luxuryhotels.com/wp-content/uploads/2015/12/Four_Seasons_Tokyo_RW_Luxury_Hotels__Resorts_9-1200x482.jpg"
"257","expedia","Dubaï","Jumeirah Beach Hotel","15-02-2021","21-02-2021","Umm Suqeim","2413","6 nuits","1000","8.8","https://images.trvl-media.com/hotels/1000000/530000/527500/527498/e25f18bd.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"258","expedia","Dubaï","JA Beach Hotel","15-02-2021","21-02-2021","Zone franche de Jebel Ali","1380","6 nuits","655","8.8","https://images.trvl-media.com/hotels/1000000/30000/22700/22627/751c6b9c.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"259","expedia","Dubaï","Address Sky View","15-02-2021","21-02-2021","Downtown Dubaï","1615","6 nuits","66","8.8","https://exp.cdn-hotels.com/hotels/34000000/33020000/33010100/33010066/48ebaa77_z.jpg"
"260","expedia","Dubaï","Palace Downtown","15-02-2021","21-02-2021","Downtown Dubaï","1615","6 nuits","957","9.4","https://images.trvl-media.com/hotels/2000000/1730000/1725300/1725259/d9ab9ef4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"261","expedia","Dubaï","Atlantis The Palm","15-02-2021","21-02-2021","Palm Jumeirah","2232","6 nuits","1480","8.8","https://exp.cdn-hotels.com/hotels/3000000/2240000/2235400/2235336/88658e84_z.jpg"
"262","expedia","Dubaï","Habtoor Palace Dubai, LXR Hotels & Resorts","15-02-2021","21-02-2021","Business Bay","1618","6 nuits","57","8.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e8/0f/44/exterior.jpg?w=900&h=-1&s=1"
"263","expedia","Dubaï","Address Dubai Mall","15-02-2021","21-02-2021","Downtown Dubaï","1925","6 nuits","550","8.8","https://cf.bstatic.com/images/hotel/max1024x768/181/181840500.jpg"
"264","expedia","Dubaï","Address Fountain Views","15-02-2021","21-02-2021","Downtown Dubaï","2013","6 nuits","15","9.0","https://cf.bstatic.com/images/hotel/max1024x768/257/257860893.jpg"
"265","expedia","Dubaï","Address Downtown","15-02-2021","21-02-2021","Downtown Dubaï","2145","6 nuits","291","9.2","https://exp.cdn-hotels.com/hotels/3000000/2230000/2225000/2224974/bd4f9f06_z.jpg"
"266","expedia","Dubaï","Jumeirah Mina A Salam","15-02-2021","21-02-2021","Umm Suqeim","3109","6 nuits","913","9.4","https://images.trvl-media.com/hotels/1000000/980000/973800/973713/9b084478.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"267","expedia","Dubaï","Anantara The Palm Dubai Resort","15-02-2021","21-02-2021","Palm Jumeirah","1722","6 nuits","567","9.0","https://content.r9cdn.net/rimg/himg/71/fe/93/revato-13763-12720777-951101.jpg?width=1004&crop=true&caller=HotelDetailsPhoto"
"268","expedia","Dubaï","Address Boulevard","15-02-2021","21-02-2021","Downtown Dubaï","2101","6 nuits","110","9.4","https://exp.cdn-hotels.com/hotels/16000000/15540000/15537000/15536928/931b3055_z.jpg"
"269","expedia","Dubaï","Jumeirah Zabeel Saray","15-02-2021","21-02-2021","Palm Jumeirah","2190","6 nuits","1005","9.2","https://exp.cdn-hotels.com/hotels/4000000/3960000/3957400/3957319/b6efe770_z.jpg"
"270","expedia","Dubaï","Armani Hotel Dubai","15-02-2021","21-02-2021","Downtown Dubaï","2677","6 nuits","587","9.2","https://exp.cdn-hotels.com/hotels/4000000/3040000/3033100/3033052/167e83ec_z.jpg"
"271","expedia","Dubaï","ME Dubai by Meliá","15-02-2021","21-02-2021","Downtown Dubaï","1741","6 nuits","6","9.0","https://exp.cdn-hotels.com/hotels/43000000/42700000/42691600/42691507/6306b155_z.jpg"
"272","expedia","Dubaï","Palazzo Versace Dubai","15-02-2021","21-02-2021","Culture Village","1949","6 nuits","329","9.4","https://www.myrelations.eu/photo/art/grande/21844840-24743583.jpg?v=1524901623"
"273","expedia","Dubaï","Waldorf Astoria Dubai Palm Jumeirah","15-02-2021","21-02-2021","Palm Jumeirah","2016","6 nuits","871","9.4","https://exp.cdn-hotels.com/hotels/8000000/7340000/7332100/7332018/8be884e1_z.jpg"
"274","expedia","Dubaï","Rixos The Palm Hotel & Suites ","15-02-2021","21-02-2021","Palm Jumeirah","2373","6 nuits","620","8.8","https://imgcy.trivago.com/c_limit,d_dummy.jpeg,f_auto,h_1300,q_auto,w_2000/itemimages/20/52/2052249_v4.jpeg"
"275","expedia","Dubaï","Park Hyatt Dubai","15-02-2021","21-02-2021","Deira","1897","6 nuits","507","9.6","https://x.cdrst.com/foto/hotel-sf/4e00/granderesp/park-hyatt-dubai-general-a81d95d.jpg"
"276","expedia","Dubaï","Jumeirah Al Qasr","15-02-2021","21-02-2021","Al Sufouh","3479","6 nuits","647","9.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a5/b0/9a/exterior.jpg?w=900&h=-1&s=1"
"277","expedia","Dubaï","Atlantis The Palm","22-02-2021","28-02-2021","Palm Jumeirah","1823","6 nuits","1480","8.8","https://exp.cdn-hotels.com/hotels/3000000/2240000/2235400/2235336/88658e84_z.jpg"
"278","expedia","Dubaï","Palace Downtown","22-02-2021","28-02-2021","Downtown Dubaï","1615","6 nuits","957","9.4","https://images.trvl-media.com/hotels/2000000/1730000/1725300/1725259/d9ab9ef4.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"279","expedia","Dubaï","Address Sky View","22-02-2021","28-02-2021","Downtown Dubaï","1615","6 nuits","66","8.8","https://exp.cdn-hotels.com/hotels/34000000/33020000/33010100/33010066/48ebaa77_z.jpg"
"280","expedia","Dubaï","Jumeirah Mina A Salam","22-02-2021","28-02-2021","Umm Suqeim","2891","6 nuits","913","9.4","https://images.trvl-media.com/hotels/1000000/980000/973800/973713/9b084478.jpg?impolicy=fcrop&w=455&h=235&p=1&q=medium,,"
"281","expedia","Dubaï","Conrad Dubai","22-02-2021","28-02-2021","Centre d'expositions international World Trade Center","1386","6 nuits","1009","9.2","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5d/65/b6/exterior.jpg?w=900&h=-1&s=1"
"282","expedia","Dubaï","Jumeirah Beach Hotel","22-02-2021","28-02-2021","Umm Suqeim","2961","6 nuits","1000","8.8","https://exp.cdn-hotels.com/hotels/1000000/530000/527500/527498/65463740_z.jpg"
"283","expedia","Dubaï","Habtoor Palace Dubai, LXR Hotels & Resorts","22-02-2021","28-02-2021","Business Bay","1618","6 nuits","57","8.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e8/0f/44/exterior.jpg?w=900&h=-1&s=1"
"284","expedia","Dubaï","Anantara The Palm Dubai Resort","22-02-2021","28-02-2021","Palm Jumeirah","1511","6 nuits","567","9.0","https://content.r9cdn.net/rimg/himg/71/fe/93/revato-13763-12720777-951101.jpg?width=1004&crop=true&caller=HotelDetailsPhoto"
"285","expedia","Dubaï","Address Fountain Views","22-02-2021","28-02-2021","Downtown Dubaï","2013","6 nuits","15","9.0","https://cf.bstatic.com/images/hotel/max1024x768/257/257860893.jpg"
"286","expedia","Dubaï","Jumeirah Al Qasr","22-02-2021","28-02-2021","Al Sufouh","2891","6 nuits","647","9.6","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a5/b0/9a/exterior.jpg?w=900&h=-1&s=1"
"287","expedia","Dubaï","Waldorf Astoria Dubai Palm Jumeirah","22-02-2021","28-02-2021","Palm Jumeirah","1684","6 nuits","871","9.4","https://exp.cdn-hotels.com/hotels/8000000/7340000/7332100/7332018/8be884e1_z.jpg"
"288","expedia","Dubaï","Address Downtown","22-02-2021","28-02-2021","Downtown Dubaï","2145","6 nuits","291","9.2","https://exp.cdn-hotels.com/hotels/3000000/2230000/2225000/2224974/bd4f9f06_z.jpg"
"289","expedia","Dubaï","Address Dubai Mall","22-02-2021","28-02-2021","Downtown Dubaï","2079","6 nuits","550","8.8","https://cf.bstatic.com/images/hotel/max1024x768/181/181840500.jpg"
"290","expedia","Dubaï","Fairmont Dubai","22-02-2021","28-02-2021","Centre d'expositions international World Trade Center","1781","6 nuits","975","8.8","https://images3.bovpg.net/r/media/1/6/1/2/5/61256.jpg"
"291","expedia","Dubaï","Palazzo Versace Dubai","22-02-2021","28-02-2021","Culture Village","1949","6 nuits","329","9.4","https://www.myrelations.eu/photo/art/grande/21844840-24743583.jpg?v=1524901623"
"292","expedia","Dubaï","Address Boulevard","22-02-2021","28-02-2021","Downtown Dubaï","2190","6 nuits","110","9.4","https://exp.cdn-hotels.com/hotels/16000000/15540000/15537000/15536928/931b3055_z.jpg"
"293","expedia","Dubaï","Armani Hotel Dubai","22-02-2021","28-02-2021","Downtown Dubaï","2677","6 nuits","587","9.2","https://exp.cdn-hotels.com/hotels/4000000/3040000/3033100/3033052/167e83ec_z.jpg"
"294","expedia","Dubaï","ME Dubai by Meliá","22-02-2021","28-02-2021","Downtown Dubaï","1752","6 nuits","6","9.0","https://exp.cdn-hotels.com/hotels/43000000/42700000/42691600/42691507/6306b155_z.jpg"
"295","expedia","Dubaï","Park Hyatt Dubai","22-02-2021","28-02-2021","Deira","1842","6 nuits","507","9.6","https://x.cdrst.com/foto/hotel-sf/4e00/granderesp/park-hyatt-dubai-general-a81d95d.jpg"
"296","expedia","Dubaï","Mövenpick Grand Al Bustan Dubai","22-02-2021","28-02-2021","Dubaï","1361","6 nuits","808","8.8","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e7/96/1c/roda-al-bustan.jpg?w=900&h=-1&s=1"
"0","hotels.com","Dubaï","Palace Downtown","08-02-2021","14-02-2021","Downtown Dubaï","1809","6 nuits","417","9.2","https://exp.cdn-hotels.com/hotels/2000000/1730000/1725300/1725259/b4fd9e97_z.jpg"
"1","hotels.com","Dubaï","Address Boulevard","08-02-2021","14-02-2021","Downtown Dubaï","1875","6 nuits","102","9.4","https://exp.cdn-hotels.com/hotels/16000000/15540000/15537000/15536928/931b3055_z.jpg"
"2","hotels.com","Dubaï","Jumeirah Beach Hotel","08-02-2021","14-02-2021","Umm Suqeim 3","1947","6 nuits","488","8.8","https://exp.cdn-hotels.com/hotels/1000000/530000/527500/527498/65463740_z.jpg"
"3","hotels.com","New York","The Langham, New York, Fifth Avenue","15-02-2021","21-02-2021","Midtown","2119","6 nuits","551","9.4","https://exp.cdn-hotels.com/hotels/4000000/3630000/3630000/3629903/7ab1c1f2_z.jpg"
"6","hotels.com","New York","The Langham, New York, Fifth Avenue","01-02-2021","07-02-2021","Midtown","2119","6 nuits","551","9.4","https://exp.cdn-hotels.com/hotels/4000000/3630000/3630000/3629903/7ab1c1f2_z.jpg"
"7","hotels.com","New York","The NoMad Hotel","15-02-2021","21-02-2021","NoMad","1592","6 nuits","348","9.2","https://exp.cdn-hotels.com/hotels/5000000/4760000/4758700/4758665/4f5e1828_z.jpg"
"8","hotels.com","New York","Trump International Hotel & Tower New York","15-02-2021","21-02-2021","59e Rue","2887","6 nuits","518","9.2","https://exp.cdn-hotels.com/hotels/1000000/50000/40400/40338/5c91c36a_z.jpg"
"9","hotels.com","Dubaï","Atlantis The Palm","08-02-2021","14-02-2021","Palm Jumeirah","1856","6 nuits","1439","8.8","https://exp.cdn-hotels.com/hotels/3000000/2240000/2235400/2235336/88658e84_z.jpg"
